"index","Ligand","Receptor","markers.x","Bretigea_1.x","Bretigea_2.x","CellMarker_1.x","CellMarker_2.x","PanglaoDB_1.x","PanglaoDB_2.x","HumanProteinAtlas_1.x","HumanProteinAtlas_2.x","cell_type_1.x","cell_type_2.x","Consensus.x","Score.x","markers.y","Bretigea_1.y","Bretigea_2.y","CellMarker_1.y","CellMarker_2.y","PanglaoDB_1.y","PanglaoDB_2.y","HumanProteinAtlas_1.y","HumanProteinAtlas_2.y","cell_type_1.y","cell_type_2.y","Consensus.y","Score.y","Combined","Interaction"
3504,"POMC","VIPR1","POMC",NA,NA,NA,NA,NA,"Neuron",NA,NA,"Microglia","Neuron","Neuron",0.24,"VIPR1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","POMC_VIPR1"
3513,"CRH","VIPR1","CRH","Neuron",NA,"Neuron",NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.41,"VIPR1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","CRH_VIPR1"
3518,"PTHLH","VIPR1","PTHLH","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"VIPR1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","PTHLH_VIPR1"
3524,"CALM1","VIPR1","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"VIPR1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","CALM1_VIPR1"
3525,"AVP","ADCYAP1R1","AVP",NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.51,"ADCYAP1R1","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Neuron-Astrocyte","AVP_ADCYAP1R1"
3526,"POMC","ADCYAP1R1","POMC",NA,NA,NA,NA,NA,"Neuron",NA,NA,"Microglia","Neuron","Neuron",0.24,"ADCYAP1R1","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Neuron-Astrocyte","POMC_ADCYAP1R1"
3536,"CRH","ADCYAP1R1","CRH","Neuron",NA,"Neuron",NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.41,"ADCYAP1R1","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Neuron-Astrocyte","CRH_ADCYAP1R1"
3542,"PTHLH","ADCYAP1R1","PTHLH","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"ADCYAP1R1","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Neuron-Astrocyte","PTHLH_ADCYAP1R1"
3548,"CALM1","ADCYAP1R1","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"ADCYAP1R1","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Astrocyte",0.81,"Neuron-Astrocyte","CALM1_ADCYAP1R1"
3596,"AVP","GPR84","AVP",NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.51,"GPR84","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Astrocyte","Neuron","Microglia",0.64,"Neuron-Microglia","AVP_GPR84"
3597,"POMC","GPR84","POMC",NA,NA,NA,NA,NA,"Neuron",NA,NA,"Microglia","Neuron","Neuron",0.24,"GPR84","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Astrocyte","Neuron","Microglia",0.64,"Neuron-Microglia","POMC_GPR84"
3605,"VIP","GPR84","VIP","Neuron",NA,"Neuron","Neuron","Neuron","Neuron","Neuron",NA,"Neuron","Microglia","Neuron",0.55,"GPR84","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Astrocyte","Neuron","Microglia",0.64,"Neuron-Microglia","VIP_GPR84"
3608,"CRH","GPR84","CRH","Neuron",NA,"Neuron",NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.41,"GPR84","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Astrocyte","Neuron","Microglia",0.64,"Neuron-Microglia","CRH_GPR84"
3614,"PTHLH","GPR84","PTHLH","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"GPR84","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Astrocyte","Neuron","Microglia",0.64,"Neuron-Microglia","PTHLH_GPR84"
3615,"ADCYAP1","GPR84","ADCYAP1","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"GPR84","Microglia",NA,"Microglia",NA,NA,NA,NA,NA,"Astrocyte","Neuron","Microglia",0.64,"Neuron-Microglia","ADCYAP1_GPR84"
3621,"CALM1","OPRM1","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"OPRM1","Neuron",NA,"Neuron",NA,"Neuron",NA,NA,NA,"Neuron","Microglia","Neuron",0.33,"Neuron-Neuron","CALM1_OPRM1"
3631,"CALM1","CALCR","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"CALCR","Microglia",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Microglia","Microglia",0.83,"Neuron-Microglia","CALM1_CALCR"
3637,"CALM1","PTH2R","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"PTH2R","Neuron",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Neuron",0.4,"Neuron-Neuron","CALM1_PTH2R"
3649,"CALM1","SCTR","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"SCTR",NA,NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.28,"Neuron-Neuron","CALM1_SCTR"
3653,"PTHLH","PRLHR","PTHLH","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"PRLHR","Neuron",NA,"Astrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.46,"Neuron-Neuron","PTHLH_PRLHR"
3665,"APOE","ABCA1","APOE","Astrocyte",NA,"Microglia","Oligodendrocyte","Astrocyte",NA,"Neuron",NA,"Neuron","Microglia","Astrocyte",0.85,"ABCA1",NA,NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Neuron","Astrocyte","Astrocyte",0.41,"Astrocyte-Astrocyte","APOE_ABCA1"
3666,"LIN7C","ABCA1","LIN7C",NA,NA,NA,NA,NA,NA,NA,"Neuron","OPC","Neuron","Neuron",0.3,"ABCA1",NA,NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Neuron","Astrocyte","Astrocyte",0.41,"Neuron-Astrocyte","LIN7C_ABCA1"
3669,"RIMS2","ABCA1","RIMS2","Neuron",NA,"Microglia",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.39,"ABCA1",NA,NA,"Astrocyte",NA,NA,NA,NA,"Neuron","Neuron","Astrocyte","Astrocyte",0.41,"Neuron-Astrocyte","RIMS2_ABCA1"
3679,"CSF3","CSF1R","CSF3","Endothelial",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.49,"CSF1R","Microglia",NA,"Microglia","Microglia",NA,"Microglia",NA,"Neuron","Microglia","OPC","Microglia",0.81,"Neuron-Microglia","CSF3_CSF1R"
3694,"GDNF","EDNRB","GDNF","Oligodendrocyte",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","OPC","Oligodendrocyte",0.22,"EDNRB","Astrocyte",NA,"Astrocyte",NA,NA,"Endothelial",NA,NA,"Neuron","Microglia","Astrocyte",0.94,"Oligodendrocyte-Astrocyte","GDNF_EDNRB"
3695,"GNAI2","EDNRB","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"EDNRB","Astrocyte",NA,"Astrocyte",NA,NA,"Endothelial",NA,NA,"Neuron","Microglia","Astrocyte",0.94,"Endothelial-Astrocyte","GNAI2_EDNRB"
3696,"CALM1","CRHR1","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"CRHR1",NA,NA,NA,NA,"Neuron",NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.39,"Neuron-Neuron","CALM1_CRHR1"
3710,"CCL5","CCRL2","CCL5",NA,NA,"T cell","T cell","Microglia","T cell",NA,NA,"Microglia","Neuron","Microglia",0.24,"CCRL2","Microglia",NA,NA,NA,"Microglia",NA,NA,"Endothelial","Microglia","Neuron","Microglia",0.71,"Microglia-Microglia","CCL5_CCRL2"
3721,"VCL","ALK","VCL","Endothelial",NA,NA,NA,NA,NA,"Endothelial",NA,"Neuron","Neuron","Endothelial",0.55,"ALK","Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.53,"Endothelial-Neuron","VCL_ALK"
3722,"PTN","CDH10","PTN",NA,NA,NA,"Astrocyte",NA,NA,"Neuron",NA,"Microglia","Neuron","Neuron",0.45,"CDH10",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Oligodendrocyte","Neuron",0.19,"Neuron-Neuron","PTN_CDH10"
3725,"IL10","CD27","IL10","Microglia",NA,"Microglia",NA,"T cell",NA,NA,NA,"Neuron","Neuron","Microglia",0.72,"CD27",NA,NA,"B cell",NA,"NK cell","B cell",NA,NA,"Oligodendrocyte","OPC","B cell",0.1,"Microglia-B cell","IL10_CD27"
3732,"IL13","TMEM219","IL13",NA,NA,"T cell",NA,NA,"T cell",NA,NA,"Neuron","Oligodendrocyte","T cell",0.15,"TMEM219",NA,NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Microglia","Neuron",0.38,"T cell-Neuron","IL13_TMEM219"
3744,"COPA","P2RY6","COPA",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.47,"P2RY6",NA,NA,NA,NA,"Microglia","Microglia",NA,NA,"Neuron","Microglia","Microglia",0.18,"Neuron-Microglia","COPA_P2RY6"
3765,"IL18","IL18BP","IL18","OPC","Microglia",NA,NA,NA,NA,NA,NA,"Neuron","Microglia","Microglia",0.61,"IL18BP",NA,NA,"Microglia",NA,NA,NA,NA,NA,"Neuron","Microglia","Microglia",0.24,"Microglia-Microglia","IL18_IL18BP"
3774,"RSPO3","RNF43","RSPO3","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.32,"RNF43","Astrocyte",NA,"Astrocyte",NA,NA,NA,NA,NA,"Microglia","Astrocyte","Astrocyte",0.64,"Neuron-Astrocyte","RSPO3_RNF43"
3778,"TXLNA","STX1A","TXLNA","Endothelial",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.56,"STX1A","Neuron",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","TXLNA_STX1A"
3780,"FAM3C","GLRA2","FAM3C","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.42,"GLRA2","Neuron",NA,"Neuron",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.47,"Neuron-Neuron","FAM3C_GLRA2"
3797,"C3","IFITM1","C3","Microglia",NA,"Microglia","Astrocyte",NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.79,"IFITM1","Endothelial",NA,"Endothelial",NA,NA,"T cell","Endothelial",NA,"Microglia","Astrocyte","Endothelial",0.46,"Microglia-Endothelial","C3_IFITM1"
3800,"CD24","SIGLEC10","CD24","Neuron",NA,NA,"Neuron",NA,"B cell",NA,"Neuron","Neuron","Neuron","Neuron",0.54,"SIGLEC10","Microglia",NA,NA,NA,NA,NA,NA,NA,"Neuron","Microglia","Microglia",0.59,"Neuron-Microglia","CD24_SIGLEC10"
3805,"GNAI2","S1PR5","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"S1PR5","Oligodendrocyte",NA,"NK cell",NA,"Oligodendrocyte",NA,NA,NA,"Neuron","Oligodendrocyte","Oligodendrocyte",0.23,"Endothelial-Oligodendrocyte","GNAI2_S1PR5"
3807,"GNAI2","PTPRU","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"PTPRU",NA,NA,"Neuron",NA,NA,NA,NA,"Endothelial","Neuron","OPC","Neuron",0.31,"Endothelial-Neuron","GNAI2_PTPRU"
3812,"GNAI2","ADCY8","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"ADCY8","Astrocyte",NA,"Neuron",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.82,"Endothelial-Neuron","GNAI2_ADCY8"
3814,"CALM2","ADCY8","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"ADCY8","Astrocyte",NA,"Neuron",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.82,"Neuron-Neuron","CALM2_ADCY8"
3815,"CALM3","ADCY8","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"ADCY8","Astrocyte",NA,"Neuron",NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.82,"Neuron-Neuron","CALM3_ADCY8"
3818,"GNAI2","CHRM1","GNAI2","Endothelial",NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Endothelial",0.65,"CHRM1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Endothelial-Neuron","GNAI2_CHRM1"
3827,"NTNG2","LRRC4C","NTNG2","Astrocyte",NA,"Neuron",NA,NA,NA,NA,NA,"Microglia","Neuron","Neuron",0.62,"LRRC4C","OPC",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron","Neuron",0.49,"Neuron-Neuron","NTNG2_LRRC4C"
3828,"RTN4","GJB2","RTN4","Oligodendrocyte",NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.51,"GJB2","Astrocyte",NA,NA,NA,NA,NA,NA,NA,"Astrocyte","Neuron","Astrocyte",0.54,"Neuron-Astrocyte","RTN4_GJB2"
3838,"HAPLN1","IGDCC4","HAPLN1","OPC",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","OPC","OPC",0.04,"IGDCC4",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"OPC-Neuron","HAPLN1_IGDCC4"
3844,"CALM1","HMMR","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"HMMR",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Astrocyte","Neuron",0.24,"Neuron-Neuron","CALM1_HMMR"
3850,"CALM1","HTR2C","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"HTR2C","Neuron",NA,NA,"Neuron",NA,NA,NA,NA,"OPC","Neuron","Neuron",0.28,"Neuron-Neuron","CALM1_HTR2C"
3856,"CALM1","TRPC3","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"TRPC3",NA,NA,"Neuron","Neuron",NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","CALM1_TRPC3"
3863,"CALM1","PDE1A","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"PDE1A","Oligodendrocyte",NA,NA,NA,"Neuron",NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","CALM1_PDE1A"
3864,"CALM2","PDE1A","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"PDE1A","Oligodendrocyte",NA,NA,NA,"Neuron",NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","CALM2_PDE1A"
3865,"CALM3","PDE1A","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"PDE1A","Oligodendrocyte",NA,NA,NA,"Neuron",NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","CALM3_PDE1A"
3866,"CALM1","PDE1B","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"PDE1B","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","CALM1_PDE1B"
3867,"CALM2","PDE1B","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"PDE1B","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","CALM2_PDE1B"
3868,"CALM3","PDE1B","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"PDE1B","Neuron",NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","CALM3_PDE1B"
3869,"CALM1","PDE1C","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"PDE1C","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","CALM1_PDE1C"
3870,"CALM2","PDE1C","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"PDE1C","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","CALM2_PDE1C"
3871,"CALM3","PDE1C","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"PDE1C","Oligodendrocyte",NA,NA,NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.14,"Neuron-Oligodendrocyte","CALM3_PDE1C"
3872,"CALM1","KCNQ3","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"KCNQ3",NA,NA,"Neuron",NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.33,"Neuron-Neuron","CALM1_KCNQ3"
3873,"CALM2","KCNQ3","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"KCNQ3",NA,NA,"Neuron",NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.33,"Neuron-Neuron","CALM2_KCNQ3"
3874,"CALM3","KCNQ3","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"KCNQ3",NA,NA,"Neuron",NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.33,"Neuron-Neuron","CALM3_KCNQ3"
3875,"CALM1","GRM3","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"GRM3","Astrocyte",NA,"Oligodendrocyte",NA,NA,NA,NA,NA,"Oligodendrocyte","Neuron","Oligodendrocyte",0.62,"Neuron-Oligodendrocyte","CALM1_GRM3"
3878,"CALM1","RYR2","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"RYR2","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","CALM1_RYR2"
3879,"CALM3","RYR2","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"RYR2","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","CALM3_RYR2"
3880,"GSTM2","RYR2","GSTM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.36,"RYR2","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","GSTM2_RYR2"
3882,"CALM1","SCN10A","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"SCN10A",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.27,"Neuron-Neuron","CALM1_SCN10A"
3883,"CALM2","SCN10A","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"SCN10A",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.27,"Neuron-Neuron","CALM2_SCN10A"
3884,"CALM3","SCN10A","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"SCN10A",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.27,"Neuron-Neuron","CALM3_SCN10A"
3891,"CALM1","KCNQ1","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"KCNQ1",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.45,"Neuron-Neuron","CALM1_KCNQ1"
3892,"CALM2","KCNQ1","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"KCNQ1",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.45,"Neuron-Neuron","CALM2_KCNQ1"
3893,"CALM3","KCNQ1","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"KCNQ1",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Neuron","Neuron","Neuron",0.45,"Neuron-Neuron","CALM3_KCNQ1"
3896,"CALM1","TRPC5","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"TRPC5","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.35,"Neuron-Neuron","CALM1_TRPC5"
3897,"CALM2","TRPC5","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"TRPC5","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.35,"Neuron-Neuron","CALM2_TRPC5"
3898,"CALM3","TRPC5","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"TRPC5","Neuron",NA,"Neuron",NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.35,"Neuron-Neuron","CALM3_TRPC5"
3899,"CALM1","KCNN4","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"KCNN4",NA,NA,NA,NA,"Neuron",NA,NA,NA,"Neuron","Neuron","Neuron",0.27,"Neuron-Neuron","CALM1_KCNN4"
3900,"CALM1","AQP1","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"AQP1","Astrocyte",NA,NA,NA,NA,"Neuron",NA,"Endothelial","Astrocyte","Neuron","Astrocyte",0.69,"Neuron-Astrocyte","CALM1_AQP1"
3901,"CALM2","AQP1","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"AQP1","Astrocyte",NA,NA,NA,NA,"Neuron",NA,"Endothelial","Astrocyte","Neuron","Astrocyte",0.69,"Neuron-Astrocyte","CALM2_AQP1"
3902,"CALM3","AQP1","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"AQP1","Astrocyte",NA,NA,NA,NA,"Neuron",NA,"Endothelial","Astrocyte","Neuron","Astrocyte",0.69,"Neuron-Astrocyte","CALM3_AQP1"
3905,"CALM1","KCNQ5","CALM1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"KCNQ5","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","CALM1_KCNQ5"
3906,"CALM2","KCNQ5","CALM2",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Oligodendrocyte","Neuron",0.23,"KCNQ5","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","CALM2_KCNQ5"
3907,"CALM3","KCNQ5","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"KCNQ5","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.41,"Neuron-Neuron","CALM3_KCNQ5"
3913,"CALM3","ESR1","CALM3","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"ESR1","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron",0.29,"Neuron-Neuron","CALM3_ESR1"
3915,"HSP90B1","TLR7","HSP90B1",NA,NA,NA,NA,NA,NA,NA,"Neuron","Oligodendrocyte","Neuron","Neuron",0.23,"TLR7","Microglia",NA,NA,NA,NA,NA,NA,NA,"Microglia","Neuron","Microglia",0.59,"Neuron-Microglia","HSP90B1_TLR7"
3925,"LMAN1","MCFD2","LMAN1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Oligodendrocyte","Neuron","Neuron",0.23,"MCFD2",NA,NA,NA,NA,NA,NA,"Endothelial","Neuron","Microglia","Neuron","Neuron",0.38,"Neuron-Neuron","LMAN1_MCFD2"
3926,"TGS1","RXRA","TGS1",NA,NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.36,"RXRA",NA,NA,NA,NA,NA,NA,"Neuron","Endothelial","Neuron","Microglia","Neuron",0.38,"Neuron-Neuron","TGS1_RXRA"
3928,"NPTX2","NPTXR","NPTX2","Neuron",NA,NA,NA,NA,NA,"Neuron",NA,"Neuron","Neuron","Neuron",0.42,"NPTXR",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","NPTX2_NPTXR"
3929,"NPTX1","NPTXR","NPTX1","Neuron",NA,NA,NA,NA,NA,NA,NA,"Neuron","Astrocyte","Neuron",0.24,"NPTXR",NA,NA,NA,NA,NA,NA,NA,"Neuron","Neuron","Neuron","Neuron",0.34,"Neuron-Neuron","NPTX1_NPTXR"
