species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	DUSP2	NK cells	PAC-1	0.042	dual specificity phosphatase 2	protein-coding gene	1	Mesoderm	Immune system	0.5	0.797872	0.0493906	0.0343425
Mm Hs	TXK	NK cells	TKL|PSCTK5|BTKL|RLK|PTK4	0.003	TXK tyrosine kinase	protein-coding gene	1	Mesoderm	Immune system	0.0675676	0	0.000641437	0
Mm	KLRA8	NK cells	NA	0.003	"killer cell lectin-like receptor, subfamily A, member 8"	protein coding gene	1	Mesoderm	Immune system	0	0.5	0	0.000129107
Mm Hs	DOK2	NK cells	p56dok-2|Dok-2	0.022	docking protein 2	protein-coding gene	1	Mesoderm	Immune system	0.0810811	0.606383	0.0259782	0.0173004
Mm Hs	CST7	NK cells	NA	0.028	cystatin F	protein-coding gene	1	Mesoderm	Immune system	0.878378	0.340426	0.0500321	0.0167839
Mm	KLRA7	NK cells	NA	0.001	"killer cell lectin-like receptor, subfamily A, member 7"	protein coding gene	1	Mesoderm	Immune system	0	0.265957	0	0.000129107
Mm	KLRA9	NK cells	NA	0.002	"killer cell lectin-like receptor subfamily A, member 9"	protein coding gene	1	Mesoderm	Immune system	0	0.37234	0	0.000129107
Mm Hs	HSD11B1	NK cells	SDR26C1|HSD11B|HSD11	0.022	hydroxysteroid 11-beta dehydrogenase 1	protein-coding gene	NA	Mesoderm	Immune system	0	0.244681	0.00994227	0.0231747
Mm Hs	KLRC2	NK cells	NKG2-C|CD159c	0.003	killer cell lectin like receptor C2	protein-coding gene	1	Mesoderm	Immune system	0.0945946	0.478723	0.000962155	0.000322768
Mm	KLRB1B	NK cells	NA	0.002	killer cell lectin-like receptor subfamily B member 1B	protein coding gene	1	Mesoderm	Immune system	0	0.138298	0	0.00154929
Mm Hs	SAMD3	NK cells	bA73O6.2|FLJ34032	0.001	sterile alpha motif domain containing 3	protein-coding gene	1	Mesoderm	Immune system	0.027027	0	0.000320718	0
Mm	KLRB1A	NK cells	NA	0.001	killer cell lectin-like receptor subfamily B member 1A	protein coding gene	1	Mesoderm	Immune system	0	0.106383	0	0.000258214
Mm Hs	TBX21	NK cells	TBLYM|T-bet	0	T-box 21	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm	KLRB1F	NK cells	NA	0.001	killer cell lectin-like receptor subfamily B member 1F	protein coding gene	1	Mesoderm	Immune system	0	0.180851	0	0.000193661
Mm Hs	CHSY1	NK cells	KIAA0990|CSS1	0.007	chondroitin sulfate synthase 1	protein-coding gene	1	Mesoderm	Immune system	0	0.0425532	0.00545221	0.00774643
Hs	XCL2	NK cells	SCM-1b|SCYC2	0.002	X-C motif chemokine ligand 2	protein-coding gene	1	Mesoderm	Immune system	0.297297	0	0.00384862	0
Mm Hs	TRDC	NK cells	NA	0.011	T cell receptor delta constant	other	NA	Mesoderm	Immune system	0.351351	0	0.0179602	0
Mm Hs	CXCR4	NK cells	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184	0.04	C-X-C motif chemokine receptor 4	protein-coding gene	1	Mesoderm	Immune system	0.554054	0.0531915	0.189865	0.00852108
Mm Hs	IL18R1	NK cells	IL1RRP|IL-1Rrp|CD218a	0.013	interleukin 18 receptor 1	protein-coding gene	1	Mesoderm	Immune system	0	0.319149	0.000641437	0.0149119
Mm	KLRA3	NK cells	NA	0	"killer cell lectin-like receptor, subfamily A, member 3"	protein coding gene	1	Mesoderm	Immune system	0	0.0425532	0	0
Mm Hs	SERPINB9	NK cells	CAP3|PI9	0.018	serpin family B member 9	protein-coding gene	1	Mesoderm	Immune system	0.027027	0	0.033034	0
Mm Hs	DOCK2	NK cells	KIAA0209	0.014	dedicator of cytokinesis 2	protein-coding gene	1	Mesoderm	Immune system	0	0.106383	0.000962155	0.0167839
Mm Hs	SH2D2A	NK cells	TSAd|F2771	0.009	SH2 domain containing 2A	protein-coding gene	1	Mesoderm	Immune system	0.0405405	0	0.0131495	0
Mm	MS4A4B	NK cells	NA	0.023	"membrane-spanning 4-domains, subfamily A, member 4B"	protein coding gene	1	Mesoderm	Immune system	0	0.893617	0	0.0223355
Mm Hs	S100A4	NK cells	P9KA|18A2|PEL98|42A|CAPL	0.098	S100 calcium binding protein A4	protein-coding gene	1	Mesoderm	Immune system	0.851351	0	0.359846	0
Mm Hs	XCL1	NK cells	LPTN|ATAC|SCM-1a|SCM-1|LTN|SCYC1	0.006	X-C motif chemokine ligand 1	protein-coding gene	1	Mesoderm	Immune system	0.297297	0	0.00320718	0
Mm Hs	GZMK	NK cells	TRYP2|PRSS	0.001	granzyme K	protein-coding gene	1	Mesoderm	Immune system	0	0.0106383	0.000320718	0.00148473
Mm Hs	IFNG	NK cells	NA	0.003	interferon gamma	protein-coding gene	1	Mesoderm	Immune system	0.0810811	0.0319149	0.0109044	0.00154929
Mm Hs	CCL3	NK cells	G0S19-1|LD78ALPHA|MIP-1-alpha|SCYA3	0.036	C-C motif chemokine ligand 3	protein-coding gene	1	Mesoderm	Immune system	0.0540541	0.393617	0.00673509	0.0404106
Mm Hs	CSF2	NK cells	GM-CSF|GMCSF	0.002	colony stimulating factor 2	protein-coding gene	1	Mesoderm	Immune system	0.027027	0	0.00898012	0.000774643
Mm Hs	IL2RG	NK cells	CD132|SCIDX1|IMD4|CIDX	0.04	interleukin 2 receptor subunit gamma	protein-coding gene	1	Mesoderm	Immune system	0.594595	0.255319	0.103271	0.0236912
Mm Hs	TGFB1	NK cells	CED|TGFbeta|TGFB|DPD1	0.11	transforming growth factor beta 1	protein-coding gene	1	Mesoderm	Immune system	0.121622	0	0.043297	0
Mm	CTLA2A	NK cells	NA	0.067	cytotoxic T lymphocyte-associated protein 2 alpha	protein coding gene	1	Mesoderm	Immune system	0	0.595745	0	0.0788845
Hs	KIR2DL1	NK cells	cl-42|nkat1|47.11|p58.1|CD158A	0	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"	protein-coding gene	1	Mesoderm	Immune system	0.0135135	0	0	0
Mm Hs	KIR3DL1	NK cells	cl-2|NKB1|cl-11|nkat3|NKB1B|AMB11|CD158e1/2|CD158E1|CD158e2	0	"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"	protein-coding gene	1	Mesoderm	Immune system	0.0135135	0	0	6.45536e-05
Mm	KLRA5	NK cells	NA	0	"killer cell lectin-like receptor, subfamily A, member 5"	protein coding gene	1	Mesoderm	Immune system	0	0	0	0
Hs	LILRB1	NK cells	LIR-1|ILT2|MIR-7|LIR1|CD85j	0.001	leukocyte immunoglobulin like receptor B1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00384862	0
Mm Hs	KLRG1	NK cells	MAFA|MAFA-L|CLEC15A	0.002	killer cell lectin like receptor G1	protein-coding gene	1	Mesoderm	Immune system	0.0810811	0.0531915	0.00160359	0.000839197
Hs	NCR3	NK cells	1C7|NKp30|CD337|LY117	0	natural cytotoxicity triggering receptor 3	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00128287	0
Mm Hs	ADAMTS14	NK cells	NA	0	ADAM metallopeptidase with thrombospondin type 1 motif 14	protein-coding gene	1	Mesoderm	Immune system	0	0.0106383	0	0.000451875
Mm	KLRA10	NK cells	NA	0	"killer cell lectin-like receptor subfamily A, member 10"	protein coding gene	1	Mesoderm	Immune system	0	0.0425532	0	0
Mm Hs	ITGA2	NK cells	CD49b|CD49B	0.01	integrin subunit alpha 2	protein-coding gene	1	Mesoderm	Immune system	0	0.0106383	0.0461835	0.00303402
Mm	SERPINB9B	NK cells	NA	0.001	"serine (or cysteine) peptidase inhibitor, clade B, member 9b"	protein coding gene	1	Mesoderm	Immune system	NA	NA	NA	NA
Mm Hs	STYK1	NK cells	SuRTK106|DKFZp761P1010|NOK	0.002	serine/threonine/tyrosine kinase 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm	CAR5B	NK cells	NA	0	"carbonic anhydrase 5b, mitochondrial"	protein coding gene	1	Mesoderm	Immune system	0	0	0	0.000258214
Mm Hs	CLEC2D	NK cells	LLT1|CLAX|OCIL	0.029	C-type lectin domain family 2 member D	protein-coding gene	1	Mesoderm	Immune system	0.0675676	0	0.0776139	0.019237
Mm Hs	CD247	NK cells	CD3H|CD3Q|CD3Z	0.019	CD247 molecule	protein-coding gene	1	Mesoderm	Immune system	0.216216	0.0425532	0.0516357	0.0123297
Mm Hs	ZBTB16	NK cells	PLZF|ZNF145	0.007	zinc finger and BTB domain containing 16	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0121873	0
Mm Hs	SPON2	NK cells	DIL1	0.017	spondin 2	protein-coding gene	1	Mesoderm	Immune system	0.0405405	0	0.0490699	0
Hs	LAIR2	NK cells	CD306	0.001	leukocyte associated immunoglobulin like receptor 2	protein-coding gene	1	Mesoderm	Immune system	0.027027	0	0.00769724	0
Mm Hs	HOPX	NK cells	LAGY|OB1|NECC1|SMAP31	0.033	HOP homeobox	protein-coding gene	1	Mesoderm	Immune system	0.513514	0	0.0817832	0.0224001
Mm Hs	CD8A	NK cells	CD8	0.01	CD8a molecule	protein-coding gene	1	Mesoderm	Immune system	0.0540541	0.0106383	0.0150738	0.00858563
Mm Hs	ICOS	Nuocytes	AILIM|CD278	0.01	inducible T cell costimulator	protein-coding gene	1	Mesoderm	Immune system	0	0.666667	0.00689223	0.00990035
Mm Hs	IL1RL1	Nuocytes	ST2|FIT-1|ST2V|DER4|IL33R	0.007	interleukin 1 receptor like 1	protein-coding gene	1	Mesoderm	Immune system	0	0.866667	0.0147243	0.00379299
Mm Hs	RORA	Nuocytes	RZRA|ROR1|ROR2|ROR3|NR1F1	0.045	RAR related orphan receptor A	protein-coding gene	NA	Mesoderm	Immune system	0	0	0.0140977	0
Mm Hs	IL17RB	Nuocytes	IL17RH1|EVI27|CRL4|IL17BR	0.001	interleukin 17 receptor B	protein-coding gene	NA	Mesoderm	Immune system	0	0.0666667	0.000313283	0.00102861
Mm Hs	IL7R	Nuocytes	CD127|IL7RA	0.031	interleukin 7 receptor	protein-coding gene	1	Mesoderm	Immune system	0	0.933333	0.0711153	0.0214079
Mm Hs	CRLF2	Nuocytes	CRL2|TSLPR	0.044	cytokine receptor like factor 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.0529733
Mm Hs	ARG1	Nuocytes	NA	0.007	arginase 1	protein-coding gene	1	Mesoderm	Immune system	0	0.533333	0.00344612	0.00617165
Mm Hs	GATA3	Nuocytes	HDR	0.03	GATA binding protein 3	protein-coding gene	1	Mesoderm	Immune system	0	1	0.0200501	0.027901
Mm Hs	PTGDS	Nuocytes	L-PGDS	0.054	prostaglandin D2 synthase	protein-coding gene	NA	Mesoderm	Immune system	0	0	0.0582707	0.0552234
Mm Hs	BCL11B	Nuocytes	CTIP-2|CTIP2|hRIT1-alpha|ZNF856B	0.077	B cell CLL/lymphoma 11B	protein-coding gene	NA	Mesoderm	Immune system	0	0.1	0.0109649	0.0943105
Mm Hs	IL5	Nuocytes	IL-5|EDF	0.002	interleukin 5	protein-coding gene	1	Mesoderm	Immune system	0	0.3	0.00626566	0.000257152
Mm Hs	IL13	Nuocytes	P600|IL-13|ALRH|BHR1|MGC116786|MGC116788|MGC116789	0.004	interleukin 13	protein-coding gene	1	Mesoderm	Immune system	0	0.2	0.018797	0.0010929
Mm Hs	SDC1	Plasma cells	CD138|syndecan|SYND1|SDC	0.046	syndecan 1	protein-coding gene	1	Mesoderm	Immune system	0.555556	0	0.0405577	0
Mm Hs	IRF4	Plasma cells	LSIRF|MUM1	0.003	interferon regulatory factor 4	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00855513	0.000641684
Mm Hs	CD38	Plasma cells	NA	0.016	CD38 molecule	protein-coding gene	1	Mesoderm	Immune system	0.5	0	0.00855513	0.0161063
Mm Hs	PRDM1	Plasma cells	PRDI-BF1|BLIMP1	0.005	PR/SET domain 1	protein-coding gene	1	Mesoderm	Immune system	0.25	0	0.0174271	0.00166838
Mm Hs	CD93	Plasma cells	C1qRP|C1qR(P)|dJ737E23.1|CDw93|ECSM3|MXRA4|C1QR1	0.044	CD93 molecule	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0193283	0.0489605
Mm Hs	CD27	Plasma cells	S152|Tp55|TNFRSF7	0.018	CD27 molecule	protein-coding gene	1	Mesoderm	Immune system	0.722222	0	0.0148923	0.0157854
Mm Hs	ENPP1	Plasma cells	PC-1|NPPS|M6S1|PDNP1	0.005	ectonucleotide pyrophosphatase/phosphodiesterase 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0114068	0.00327259
Mm Hs	KLF4	Plasma cells	EZF|GKLF	0.126	Kruppel like factor 4	protein-coding gene	1	Mesoderm	Immune system	0.0833333	0	0.139417	0.127503
Mm Hs	MS4A4A	Plasma cells	CD20L1|MS4A7	0.002	membrane spanning 4-domains A4A	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00760456	0.000770021
Mm Hs	PIAS1	Plasma cells	GU/RH-II|ZMIZ3|DDXBP1	0.018	protein inhibitor of activated STAT 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0307351	0.0155929
Mm Hs	CYCS	Plasma cells	CYC	0.38	"cytochrome c, somatic"	protein-coding gene	1	Mesoderm	Immune system	0.777778	0	0.504119	0.34683
Mm Hs	DIABLO	Plasma cells	SMAC|DIABLO-S|FLJ25049|FLJ10537|DFNA64	0.026	diablo IAP-binding mitochondrial protein	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.0329825
Mm Hs	HTRA2	Plasma cells	OMI|PARK13|PRSS25	0.001	HtrA serine peptidase 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0.000316857	0.00102669
Mm Hs	MS4A1	Plasma cells	Bp35|MS4A2|CD20	0.014	membrane spanning 4-domains A1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0205957	0.011807
Mm Hs	CD9	Plasma cells	BA2|P24|TSPAN29|MRP-1|MIC3	0.344	CD9 molecule	protein-coding gene	1	Mesoderm	Immune system	0.277778	1	0.270913	0.366145
Mm Hs	CD19	Plasma cells	NA	0.007	CD19 molecule	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00792142	0.006096
Hs	CD24	Plasma cells	CD24A	0.039	CD24 molecule	protein-coding gene	1	Mesoderm	Immune system	0	0	0.194233	0
Mm Hs	CD37	Plasma cells	TSPAN26	0.116	CD37 molecule	protein-coding gene	1	Mesoderm	Immune system	0.111111	0	0.217047	0.0949692
Mm Hs	CD40	Plasma cells	Bp50|TNFRSF5	0.012	CD40 molecule	protein-coding gene	1	Mesoderm	Immune system	0	0	0.013308	0.0108445
Mm Hs	CD74	Plasma cells	DHLAG	0.169	CD74 molecule	protein-coding gene	1	Mesoderm	Immune system	0.972222	1	0.356781	0.125128
Mm Hs	CXCR4	Plasma cells	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184	0.04	C-X-C motif chemokine receptor 4	protein-coding gene	1	Mesoderm	Immune system	0.361111	0	0.196451	0.00879107
Mm Hs	GZMB	Plasma cells	CCPI|CGL-1|CSP-B|CGL1|CTSGL1|SECT|CSPB	0.017	granzyme B	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0611534	0.00834189
Mm Hs	TNFRSF17	Plasma cells	BCM|CD269|TNFRSF13A|BCMA	0.005	TNF receptor superfamily member 17	protein-coding gene	1	Mesoderm	Immune system	0.777778	0	0.00126743	0
Mm Hs	TNFRSF13B	Plasma cells	TACI|CD267|IGAD2	0.016	TNF receptor superfamily member 13B	protein-coding gene	1	Mesoderm	Immune system	0.305556	0	0.00190114	0
Mm Hs	FCGR2B	Plasma cells	CD32B	0.031	Fc fragment of IgG receptor IIb	protein-coding gene	1	Mesoderm	Immune system	0.0277778	0	0.004436	0.0360626
Mm Hs	CCR10	Plasma cells	GPR2	0.002	C-C motif chemokine receptor 10	protein-coding gene	1	Mesoderm	Immune system	0.166667	0	0.00095057	0.000705852
Mm Hs	ABCB9	Plasma cells	EST122234	0.002	ATP binding cassette subfamily B member 9	protein-coding gene	1	Mesoderm	Immune system	0.0277778	0	0.000316857	0.00295175
Mm Hs	AMPD1	Plasma cells	NA	0	adenosine monophosphate deaminase 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0	6.41684e-05
Mm Hs	ANGPT4	Plasma cells	NA	0.001	angiopoietin 4	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.000705852
Hs	ATXN8OS	Plasma cells	NCRNA00003|SCA8|KLHL1AS	0	ATXN8 opposite strand lncRNA	non-coding RNA	1	Mesoderm	Immune system	0	0	0	0
Hs	C11ORF80	Plasma cells	FLJ22531|TOPOVIBL	0.002	chromosome 11 open reading frame 80	protein-coding gene	1	Mesoderm	Immune system	0	0	0.01109	0
Mm Hs	CD79A	Plasma cells	MB-1|IGA	0.024	CD79a molecule	protein-coding gene	1	Mesoderm	Immune system	0.75	0	0.0351711	0.0184805
Mm Hs	DENND5B	Plasma cells	MGC24039	0.013	DENN domain containing 5B	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00602028	0.0151437
Mm Hs	EAF2	Plasma cells	BM040|TRAITS	0.009	ELL associated factor 2	protein-coding gene	1	Mesoderm	Immune system	0.638889	1	0.0237643	0.00333676
Hs	FCRL2	Plasma cells	FCRH2|IRTA4|CD307b|SPAP1	0	Fc receptor like 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	GNG7	Plasma cells	FLJ00058	0.009	G protein subunit gamma 7	protein-coding gene	1	Mesoderm	Immune system	0.555556	0	0.019962	0.00481263
Mm Hs	GPR25	Plasma cells	NA	0	G protein-coupled receptor 25	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Hs	GUSBP11	Plasma cells	NA	0	"glucuronidase, beta pseudogene 11"	pseudogene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	HIST1H2AE	Plasma cells	H2A/a|H2AFA	0.02	histone cluster 1 H2A family member e	protein-coding gene	1	Mesoderm	Immune system	0	0	0.000633714	0.025154
Mm Hs	HIST1H2BG	Plasma cells	H2B/a|H2B.1A|H2BFA	0.002	histone cluster 1 H2B family member g	protein-coding gene	1	Mesoderm	Immune system	0.0277778	0	0.00792142	0.000449179
Hs	HLA-DOB	Plasma cells	NA	0.001	"major histocompatibility complex, class II, DO beta"	protein-coding gene	1	Mesoderm	Immune system	0.0555556	0	0.004436	0
Mm Hs	IGHD	Plasma cells	FLJ00382|FLJ46727|MGC29633	0.008	immunoglobulin heavy constant delta	other	1	Mesoderm	Immune system	0	0	0.00887199	0.0075077
Mm Hs	IGHE	Plasma cells	NA	0	immunoglobulin heavy constant epsilon	other	1	Mesoderm	Immune system	0	0	0.000316857	0
Mm Hs	IGHM	Plasma cells	NA	0.078	immunoglobulin heavy constant mu	other	1	Mesoderm	Immune system	0.277778	1	0.0525982	0.0825847
Mm Hs	IGKC	Plasma cells	HCAK1	0.072	immunoglobulin kappa constant	other	1	Mesoderm	Immune system	1	1	0.153359	0.0534523
Hs	IGLL3P	Plasma cells	16.1|IGLL3	0	"immunoglobulin lambda like polypeptide 3, pseudogene"	pseudogene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	KCNA3	Plasma cells	Kv1.3|MK3|HLK3|HPCN3	0	potassium voltage-gated channel subfamily A member 3	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.000449179
Mm Hs	KCNG2	Plasma cells	Kv6.2|KCNF2	0.003	potassium voltage-gated channel modifier subfamily G member 2	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.00327259
Mm Hs	LIME1	Plasma cells	FLJ20406|dJ583P15.4|LIME	0	Lck interacting transmembrane adaptor 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Hs	MAN1A1	Plasma cells	NA	0.004	mannosidase alpha class 1A member 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0218631	0
Mm Hs	MANEA	Plasma cells	FLJ12838|mandaselin	0.002	mannosidase endo-alpha	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00126743	0.00269507
Mm Hs	MAST1	Plasma cells	KIAA0973	0	microtubule associated serine/threonine kinase 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	MROH7	Plasma cells	FLJ46354|C1orf175|HEATR8	0.002	maestro heat like repeat family member 7	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0107731	0.000192505
Mm Hs	MZB1	Plasma cells	MGC29506|HSPC190|pERp1|MEDA-7	0.025	marginal zone B and B1 cell specific protein	protein-coding gene	1	Mesoderm	Immune system	0.972222	1	0.0275665	0.0208547
Mm Hs	P2RX5	Plasma cells	P2X5	0	purinergic receptor P2X 5	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00190114	0
Mm Hs	PAX7	Plasma cells	Hup1	0.001	paired box 7	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00095057	0.000898357
Mm Hs	PDK1	Plasma cells	NA	0.015	pyruvate dehydrogenase kinase 1	protein-coding gene	1	Mesoderm	Immune system	0.333333	0	0.0129911	0.0137962
Mm Hs	PNOC	Plasma cells	PPNOC|N/OFQ|NOP	0.009	prepronociceptin	protein-coding gene	1	Mesoderm	Immune system	0.0277778	0	0.000633714	0.0099461
Mm Hs	RASGRP3	Plasma cells	KIAA0846|GRP3|CalDAG-GEFIII	0.025	RAS guanyl releasing protein 3	protein-coding gene	1	Mesoderm	Immune system	0.166667	0	0.00760456	0
Hs	REN	Plasma cells	NA	0	renin	protein-coding gene	1	Mesoderm	Immune system	0	0	0.002218	0
Mm Hs	RGS13	Plasma cells	NA	0.003	regulator of G protein signaling 13	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00475285	0
Hs	RPL3P7	Plasma cells	NA	0.003	ribosomal protein L3 pseudogene 7	pseudogene	1	Mesoderm	Immune system	0	0	0.0186945	0
Mm Hs	SIK1	Plasma cells	msk|SNF1LK	0.029	salt inducible kinase 1	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	SPAG4	Plasma cells	SUN4|CT127	0.005	sperm associated antigen 4	protein-coding gene	1	Mesoderm	Immune system	0.305556	0	0.01109	0
Mm Hs	ST6GALNAC4	Plasma cells	ST6GALNACIV|SIAT3C|SIAT7D	0.014	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"	protein-coding gene	1	Mesoderm	Immune system	0.111111	0	0.0190114	0
Mm Hs	TGM5	Plasma cells	TGX|TGMX	0.001	transglutaminase 5	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	TMEM156	Plasma cells	FLJ23235	0.001	transmembrane protein 156	protein-coding gene	1	Mesoderm	Immune system	0.166667	0	0.00316857	0
Hs	UGT2B17	Plasma cells	NA	0	UDP glucuronosyltransferase family 2 member B17	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0
Mm Hs	ZBP1	Plasma cells	dJ718J7.3|DLM1|DLM-1|DAI|C20orf183	0.015	Z-DNA binding protein 1	protein-coding gene	1	Mesoderm	Immune system	0.166667	0	0.00538657	0
Hs	ZNF165	Plasma cells	ZSCAN7|CT53	0.003	zinc finger protein 165	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0171103	0
Mm Hs	IGLC2	Plasma cells	NA	0.022	immunoglobulin lambda constant 2	other	1	Mesoderm	Immune system	0.833333	1	0.0361217	0.0146304
Mm Hs	IGHG1	Plasma cells	NA	0.006	immunoglobulin heavy constant gamma 1 (G1m marker)	other	1	Mesoderm	Immune system	0.638889	0	0.01109	0.00147587
Hs	IGHG2	Plasma cells	NA	0.002	immunoglobulin heavy constant gamma 2 (G2m marker)	other	1	Mesoderm	Immune system	0.583333	0	0.00316857	0
Mm Hs	IGHG3	Plasma cells	NA	0.005	immunoglobulin heavy constant gamma 3 (G3m marker)	other	1	Mesoderm	Immune system	0.611111	1	0.00823828	0.00205339
Hs	IGHGP	Plasma cells	IGHGP1	0.003	immunoglobulin heavy constant gamma P (non-functional)	other	1	Mesoderm	Immune system	0.555556	0	0.00887199	0
Mm Hs	IGLC3	Plasma cells	NA	0.02	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	other	1	Mesoderm	Immune system	0.722222	1	0.0186945	0.0169405
Mm Hs	JCHAIN	Plasma cells	IGCJ|JCH|IGJ	0.017	joining chain of multimeric IgA and IgM	protein-coding gene	1	Mesoderm	Immune system	0.833333	1	0.0405577	0.00802105
Hs	IGHA1	Plasma cells	NA	0.013	immunoglobulin heavy constant alpha 1	other	1	Mesoderm	Immune system	0.861111	0	0.0605196	0
Hs	IGHG4	Plasma cells	NA	0.002	immunoglobulin heavy constant gamma 4 (G4m marker)	other	1	Mesoderm	Immune system	0.555556	0	0.00602028	0
Hs	IGHA2	Plasma cells	NA	0.003	immunoglobulin heavy constant alpha 2 (A2m marker)	other	1	Mesoderm	Immune system	0.611111	0	0.00602028	0
Hs	IGLV3-1	Plasma cells	NA	0	immunoglobulin lambda variable 3-1	other	1	Mesoderm	Immune system	0.222222	0	0.000316857	0
Hs	IGLC7	Plasma cells	NA	0	immunoglobulin lambda constant 7	other	1	Mesoderm	Immune system	0.138889	0	0	0
Mm Hs	SSR4	Plasma cells	TRAPD	0.51	signal sequence receptor subunit 4	protein-coding gene	1	Mesoderm	Immune system	1	0	0.657161	0
Mm Hs	IL16	Plasma cells	LCF|IL-16|prIL-16|HsT19289|FLJ42735|FLJ16806	0.014	interleukin 16	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0095057	0.0152721
Mm Hs	BHLHA15	Plasma cells	MIST1|bHLHa15|BHLHB8	0	basic helix-loop-helix family member a15	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.000513347
Mm Hs	PPIB	Plasma cells	CYPB|OI9|B|CYP-S1|SCYLP	0.016	peptidylprolyl isomerase B	protein-coding gene	1	Mesoderm	Immune system	0	0	0.00697085	0.0180955
Mm Hs	CD4	Plasmacytoid dendritic cells	NA	0.009	CD4 molecule	protein-coding gene	1	Mesoderm	Immune system	0.272727	0.7	0.0170347	0.00668166
Mm Hs	CD8A	Plasmacytoid dendritic cells	CD8	0.01	CD8a molecule	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0160883	0.00860906
Mm Hs	CD40	Plasmacytoid dendritic cells	Bp50|TNFRSF5	0.012	CD40 molecule	protein-coding gene	NA	Mesoderm	Immune system	0	0	0.0132492	0.0108577
Mm Hs	CD80	Plasmacytoid dendritic cells	B7.1|B7-1|CD28LG|CD28LG1	0	CD80 molecule	protein-coding gene	1	Mesoderm	Immune system	0	0	0	0.00019274
Mm Hs	CD83	Plasmacytoid dendritic cells	HB15|BL11	0.045	CD83 molecule	protein-coding gene	1	Mesoderm	Immune system	0	0	0.0388013	0.0476068
Hs	LILRA4	Plasmacytoid dendritic cells	ILT7|CD85g	0.001	leukocyte immunoglobulin like receptor A4	protein-coding gene	1	Mesoderm	Immune system	1	0	0.00189274	0
